0,SansSlam,2,,,,,,,
0,SansX,320,,,,,,,
0.03333,BoneStab,2,48,0.6,1,,,,
0.7,HeartMode,0,,,,,,,
0,SET,gt,0,,,,,,
0,SET,gin,1,,,,,,
0,MUL,Ang,$gt,-10,,,,,
0,COS,X,$Ang,,,,,,
0,SIN,Y,$Ang,,,,,,
0,MUL,EndX,$X,150,,,,,
0,MUL,EndY,$Y,150,,,,,
0,MUL,X,$EndX,3,,,,,
0,MUL,Y,$EndY,3,,,,,
0,ADD,X,$X,320,,,,,
0,ADD,Y,$Y,306,,,,,
0,ADD,EndX,$EndX,320,,,,,
0,ADD,EndY,$EndY,306,,,,,
0,ADD,Ang,$Ang,180,,,,,
0,GasterBlaster,0,$X,$Y,$EndX,$EndY,$Ang,0.5,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,156,$gin,1.7,,,,,
0,ADD,gin,$gin,0.015,,,,,
0.06666,JMPL,140,$gt,190,,,,,
1,SansHead,BlueEye,,,,,,,
0,HeartMaxFallSpeed,750,,,,,,,
0,SansBody,HandRight,,,,,,,
0,SansSlamDamage,1,,,,,,,
0,SET,I,0,,,,,,
0,SET,Direction,0,,,,,,
0,SET,LastDir,2,,,,,,
0,SET,Wait1,0.13333,,,,,,
0,SET,Wait2,0.13333,,,,,,
0,JMPNE,168,$Direction,$LastDir,,,,,
0,SUB,Direction,$Direction,2,,,,,
0,JMPNL,170,$Direction,0,,,,,
0,ADD,Direction,$Direction,4,,,,,
0,JMPL,172,$Direction,4,,,,,
0,SUB,Direction,$Direction,4,,,,,
0,MUL,Jump,$Direction,2,,,,,
0,ADD,Jump,$Jump,1,,,,,
0,JMPREL,$Jump,,,,,,,
0,SansBody,HandRight,,,,,,,
0,JMPREL,6,,,,,,,
0,SansBody,HandDown,,,,,,,
0,JMPREL,4,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,JMPREL,2,,,,,,,
0,SansBody,HandUp,,,,,,,
$Wait1,SansSlam,$Direction,,,,,,,
$Wait2,SET,LastDir,$Direction,,,,,,
0,MOD,Odd,$I,2,,,,,
0,JMPZ,187,$Odd,,,,,,
0,RND,Direction,4,,,,,,
0,JMPNE,191,$I,21,,,,,
0,HeartMaxFallSpeed,480,,,,,,,
0,SET,Wait1,0.2,,,,,,
0,SET,Wait2,0.2,,,,,,
0,JMPNE,194,$I,25,,,,,
0,SansHead,Default,,,,,,,
0,SansSweat,1,,,,,,,
0,JMPNE,200,$I,33,,,,,
0,SansHead,Tired1,,,,,,,
0,SansSweat,2,,,,,,,
0,HeartMaxFallSpeed,330,,,,,,,
0,SET,Wait1,0.5,,,,,,
0,SET,Wait2,1.1,,,,,,
0,JMPNE,203,$I,33,,,,,
0,JMPE,186,$Direction,1,,,,,
0,JMPE,186,$Direction,$LastDir,,,,,
0,JMPNE,206,$I,35,,,,,
0,HeartMaxFallSpeed,240,,,,,,,
0,SET,Direction,3,,,,,,
0,JMPNE,210,$I,36,,,,,
0,SansHead,Tired2,,,,,,,
0,SansSweat,3,,,,,,,
0,HeartMaxFallSpeed,60,,,,,,,
0,ADD,I,$I,1,,,,,
0,JMPL,166,$I,38,,,,,
1.5,SansAnimation,Tired,,,,,,,
2.4,EndAttack,,,,,,,,
